GLOBALEVENTID,SQLDATE,DATEADDED,MonthYear,Year,Actor1Name,Actor1Code,Actor1CountryCode,Actor1Type1Code,Actor2Name,Actor2Code,Actor2CountryCode,Actor2Type1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,AvgTone,NumMentions,NumSources,NumArticles,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_Type,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,SOURCEURL
1239038592,20250420,20250420133000,202504,2025,BENIN,BENUAF,BEN,UAF,ARMY,MIL,,MIL,1,190,190,19,4,-10.0,-10.0917431192661,8,1,8,Benin,BN,1,BN,9.5,2.25,https://bangla.bdnews24.com/world/55f99bbfcd5f
1239027211,20250420,20250420113000,202504,2025,AL QAEDA,IMGMOSALQ,,IMG,BENIN,BEN,BEN,,1,060,060,06,2,6.0,-4.25531914893617,10,1,10,Togo,TO,1,TO,8.0,1.166667,https://www.zonebourse.com/actualite-bourse/Une-filiale-d-Al-Qaida-affirme-avoir-tue-70-soldats-au-Benin-selon-SITE-49662986/
1239047960,20250420,20250420153000,202504,2025,BENIN,BEN,BEN,,AL QAEDA,IMGMOSALQ,,IMG,0,112,112,11,3,-2.0,-8.60927152317884,1,1,1,Benin,BN,1,BN,9.5,2.25,https://www.devdiscourse.com/article/law-order/3352438-global-headlines-from-vatican-meetings-to-ceasefire-accusations
1255415288,20250802,20250802124500,202508,2025,BENIN,BEN,BEN,,,,,,1,120,120,12,3,-4.0,-4.71092077087794,5,1,5,Benin,BN,1,BN,9.5,2.25,https://punchng.com/benin-group-seeks-rotational-chairmanship-in-proposed-traditional-rulers-council/
1255450132,20250802,20250802191500,202508,2025,BENIN,BEN,BEN,,,,,,0,071,071,07,2,7.4,0.52434456928839,10,1,10,Benin,BN,1,BN,9.5,2.25,https://fr.allafrica.com/stories/202508020048.html
1255438338,20250802,20250802163000,202508,2025,DOCTOR,HLH,,HLH,,,,,1,010,010,01,1,0.0,3.17460317460317,20,1,20,Benin,BN,1,BN,9.5,2.25,https://www.gouv.bj:443/article/3187/economie-integration-regionale-benin-nigeria-traduisent-leur-vision-actions/
1255457185,20250802,20250802211500,202508,2025,AUTHORITIES,GOV,,GOV,,,,,1,051,051,05,1,3.4,10.3896103896104,20,1,20,Benin,BN,1,BN,9.5,2.25,https://www.gouv.bj/article/3189/porto-novo-celebre-2%E1%B5%89-edition-festival-masques-dans-ambiance-festive-populaire/
1255454890,20250802,20250802210000,202508,2025,BENIN,BEN,BEN,,,,,,1,020,020,02,1,3.0,2.66666666666667,4,1,4,Benin,BN,1,BN,9.5,2.25,https://leadership.ng/edo-lg-polls-im-aspiring-to-advance-good-governance-in-ovia-south-west-omoruyi/
1255415237,20250802,20250802124500,202508,2025,,,,,BENIN CITY,NGA,NGA,,1,040,040,04,1,1.0,5.55555555555556,4,1,4,Benin,BN,1,BN,9.5,2.25,https://guardian.ng/news/oyedepo-oke-others-set-for-cgmi-megacon-2025-in-edo/
1255418691,20250802,20250802131500,202508,2025,NIGERIA,NGA,NGA,,BENIN,BEN,BEN,,1,051,051,05,1,3.4,4.52380952380952,1,1,1,Benin,BN,1,BN,9.5,2.25,https://www.tanzanianewsreports.com/tinubu-obi-saraki-advocate-for-legacy-building-among-leaders/
1255415289,20250802,20250802124500,202508,2025,BENIN,BEN,BEN,,GOVERNOR,GOV,,GOV,1,010,010,01,1,0.0,1.19047619047619,10,1,10,Benin,BN,1,BN,9.5,2.25,https://newtelegraphng.com/okpebholo-inspects-construction-work-on-benin-asaba-dual-carriage-way/
1255415290,20250802,20250802124500,202508,2025,BENIN,BEN,BEN,,PRESIDENT,GOV,,GOV,1,051,051,05,1,3.4,1.19047619047619,10,1,10,Benin,BN,1,BN,9.5,2.25,https://newtelegraphng.com/okpebholo-inspects-construction-work-on-benin-asaba-dual-carriage-way/
1255415293,20250802,20250802124500,202508,2025,BENIN,BEN,BEN,,BENIN CITY,NGA,NGA,,1,040,040,04,1,1.0,5.55555555555556,2,1,2,Benin,BN,1,BN,9.5,2.25,https://guardian.ng/news/oyedepo-oke-others-set-for-cgmi-megacon-2025-in-edo/
1255415950,20250802,20250802124500,202508,2025,DEMOCRATIC PARTY,PTY,,,BENIN,BEN,BEN,,1,010,010,01,1,0.0,-0.68807339449541,10,1,10,Benin,BN,1,BN,9.5,2.25,https://guardian.ng/news/pdp-faults-okpebholos-claim-on-benin-asaba-road-project/
1255416827,20250802,20250802130000,202508,2025,BENIN,BEN,BEN,,GOVERNOR,GOV,,GOV,1,112,112,11,3,-2.0,-0.837988826815641,4,1,4,Benin,BN,1,BN,9.5,2.25,https://dailypost.ng/2025/08/02/edo-pdp-blasts-okpebholo-for-claiming-initiation-of-benin-asaba-road-project/
1255417369,20250802,20250802130000,202508,2025,DEMOCRATIC PARTY,PTY,,,GOVERNOR,GOV,,GOV,1,111,111,11,3,-2.0,-0.837988826815641,10,1,10,Benin,BN,1,BN,9.5,2.25,https://dailypost.ng/2025/08/02/edo-pdp-blasts-okpebholo-for-claiming-initiation-of-benin-asaba-road-project/
1255442906,20250802,20250802180000,202508,2025,POLICE,COP,,COP,UNIVERSITY,EDU,,EDU,1,190,190,19,4,-10.0,-6.32911392405064,10,1,10,Benin,BN,1,BN,9.5,2.25,https://thesun.ng/missing-aau-student-found-dead-police-investigate/
1255443137,20250802,20250802180000,202508,2025,SPOKESMAN,MED,,MED,BENIN,BEN,BEN,,1,090,090,09,2,-2.0,-6.32911392405064,2,1,2,Benin,BN,1,BN,9.5,2.25,https://thesun.ng/missing-aau-student-found-dead-police-investigate/
1255443140,20250802,20250802180000,202508,2025,SPOKESMAN,MED,,MED,POLICE,COP,,COP,1,090,090,09,2,-2.0,-6.32911392405064,3,1,3,Benin,BN,1,BN,9.5,2.25,https://thesun.ng/missing-aau-student-found-dead-police-investigate/
1255465945,20250802,20250802234500,202508,2025,BENIN,BEN,BEN,,CROWN PRINCE,GOV,,GOV,1,043,043,04,1,2.8,19.4444444444444,6,1,6,Benin,BN,1,BN,9.5,2.25,https://www.annaharkw.com/annahar/Article.aspx?id=1025278
1255465994,20250802,20250802234500,202508,2025,CROWN PRINCE,GOV,,GOV,BENIN,BEN,BEN,,1,042,042,04,1,1.9,19.4444444444444,6,1,6,Benin,BN,1,BN,9.5,2.25,https://www.annaharkw.com/annahar/Article.aspx?id=1025278
1255465996,20250802,20250802234500,202508,2025,PRESIDENT,GOV,,GOV,BENIN,BEN,BEN,,1,051,051,05,1,3.4,12.6050420168067,10,1,10,Switzerland,SZ,1,SZ,47.0,8.0,https://www.annaharkw.com/annahar/Article.aspx?id=1025277
1255434098,20250802,20250802161500,202508,2025,BENIN,BEN,BEN,,GOVERNOR,GOV,,GOV,0,020,020,02,1,3.0,1.50862068965517,10,1,10,Benin,BN,1,BN,9.5,2.25,https://naija247news.com/2025/08/02/pdp-hits-back-at-okpebholo-over-benin-asaba-road-project-claim/
1255422585,20250802,20250802140000,202508,2025,GOVERNOR,GOV,,GOV,BENIN,BEN,BEN,,1,013,013,01,1,0.4,4.92957746478873,10,1,10,Benin,BN,1,BN,9.5,2.25,https://quicknews-africa.net/edo-29-obaseki-hails-dexterity-resilience-of-citizens/
1255422858,20250802,20250802140000,202508,2025,DEMOCRATIC PARTY,PTY,,,GOVERNOR,GOV,,GOV,1,010,010,01,1,0.0,-0.67567567567568,10,1,10,Benin,BN,1,BN,9.5,2.25,https://theeagleonline.com.ng/pdp-to-okpebholo-you-lied-over-benin-asaba-road-project/
1255455279,20250802,20250802210000,202508,2025,BENIN CITY,NGAMED,NGA,MED,BENIN,BEN,BEN,,1,010,010,01,1,0.0,2.66666666666667,4,1,4,Benin,BN,1,BN,9.5,2.25,https://leadership.ng/edo-lg-polls-im-aspiring-to-advance-good-governance-in-ovia-south-west-omoruyi/
1255455280,20250802,20250802210000,202508,2025,BENIN CITY,NGAMED,NGA,MED,GOVERNMENT,GOV,,GOV,1,010,010,01,1,0.0,2.66666666666667,6,1,6,Benin,BN,1,BN,9.5,2.25,https://leadership.ng/edo-lg-polls-im-aspiring-to-advance-good-governance-in-ovia-south-west-omoruyi/
1255465995,20250802,20250802234500,202508,2025,CROWN PRINCE,GOV,,GOV,BENIN,BEN,BEN,,1,042,042,04,1,1.9,19.4444444444444,4,1,4,Benin,BN,1,BN,9.5,2.25,https://www.annaharkw.com/annahar/Article.aspx?id=1025278
1255438137,20250802,20250802163000,202508,2025,COTONOU,BEN,BEN,,NIGERIA,NGA,NGA,,1,042,042,04,1,1.9,3.17460317460317,20,1,20,Nigeria,NI,1,NI,10.0,8.0,https://www.gouv.bj:443/article/3187/economie-integration-regionale-benin-nigeria-traduisent-leur-vision-actions/
1255438446,20250802,20250802163000,202508,2025,NIGERIA,NGA,NGA,,COTONOU,BEN,BEN,,1,043,043,04,1,2.8,3.17460317460317,20,1,20,Nigeria,NI,1,NI,10.0,8.0,https://www.gouv.bj:443/article/3187/economie-integration-regionale-benin-nigeria-traduisent-leur-vision-actions/
1255418690,20250802,20250802131500,202508,2025,NIGERIA,NGA,NGA,,BENIN,BEN,BEN,,1,051,051,05,1,3.4,4.52380952380952,1,1,1,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,4,NI11,9.08333,7.53333,https://www.tanzanianewsreports.com/tinubu-obi-saraki-advocate-for-legacy-building-among-leaders/
1255415292,20250802,20250802124500,202508,2025,BENIN,BEN,BEN,,BENIN CITY,NGA,NGA,,1,040,040,04,1,1.0,5.55555555555556,2,1,2,"Edo State, Edo, Nigeria",NI,5,NI37,6.5,6.0,https://guardian.ng/news/oyedepo-oke-others-set-for-cgmi-megacon-2025-in-edo/
1255415291,20250802,20250802124500,202508,2025,BENIN,BEN,BEN,,NATIONAL ASSEMBLY,LEG,,LEG,1,120,120,12,3,-4.0,-4.71092077087794,10,1,10,"Sokoto, Sokoto, Nigeria",NI,4,NI51,13.0609,5.23902,https://punchng.com/benin-group-seeks-rotational-chairmanship-in-proposed-traditional-rulers-council/
1255445872,20250802,20250802181500,202508,2025,MILITARY,MIL,,MIL,RUSSIAN,RUS,RUS,,0,057,057,05,1,8.0,4.3918918918919,2,1,2,Benin,BN,1,BN,9.5,2.25,https://www.interfax.ru/russia/1039391
1255445946,20250802,20250802181500,202508,2025,RUSSIAN,RUS,RUS,,MILITARY,MIL,,MIL,0,057,057,05,1,8.0,4.3918918918919,2,1,2,Benin,BN,1,BN,9.5,2.25,https://www.interfax.ru/russia/1039391
1255465946,20250802,20250802234500,202508,2025,BENIN,BEN,BEN,,CROWN PRINCE,GOV,,GOV,1,043,043,04,1,2.8,19.4444444444444,4,1,4,Benin,BN,1,BN,9.5,2.25,https://www.annaharkw.com/annahar/Article.aspx?id=1025278
1255451582,20250802,20250802200000,202508,2025,BENIN,BEN,BEN,,BENIN,BENEDU,BEN,EDU,1,112,112,11,3,-2.0,-1.49051490514905,10,1,10,"Chicago, Illinois, United States",US,3,USIL,41.85,-87.6501,https://thenationonlineng.net/how-we-surmount-difficulties-to-graduate-by-edo-idps/
1247520794,20250603,20250603053000,202506,2025,FRENCH,FRA,FRA,,BENIN,BEN,BEN,,1,050,050,05,1,3.5,-7.09812108559499,10,1,10,France,FR,1,FR,46.0,2.0,https://www.lindependant.fr/2025/06/03/un-couple-de-francais-condamne-et-emprisonne-a-letranger-pour-avoir-falsifie-des-documents-de-naissance-et-tente-de-voyager-avec-un-bebe-12736007.php
1247520641,20250603,20250603053000,202506,2025,BENIN,BEN,BEN,,FRENCH,FRA,FRA,,1,050,050,05,1,3.5,-7.09812108559499,10,1,10,France,FR,1,FR,46.0,2.0,https://www.lindependant.fr/2025/06/03/un-couple-de-francais-condamne-et-emprisonne-a-letranger-pour-avoir-falsifie-des-documents-de-naissance-et-tente-de-voyager-avec-un-bebe-12736007.php
1247520642,20250603,20250603053000,202506,2025,BENIN,BEN,BEN,,FRENCH,FRA,FRA,,1,173,173,17,4,-5.0,-7.09812108559499,10,1,10,France,FR,1,FR,46.0,2.0,https://www.lindependant.fr/2025/06/03/un-couple-de-francais-condamne-et-emprisonne-a-letranger-pour-avoir-falsifie-des-documents-de-naissance-et-tente-de-voyager-avec-un-bebe-12736007.php
1247520643,20250603,20250603053000,202506,2025,COTONOU,BEN,BEN,,FRENCH,FRACVL,FRA,CVL,1,173,173,17,4,-5.0,-7.09812108559499,10,1,10,France,FR,1,FR,46.0,2.0,https://www.lindependant.fr/2025/06/03/un-couple-de-francais-condamne-et-emprisonne-a-letranger-pour-avoir-falsifie-des-documents-de-naissance-et-tente-de-voyager-avec-un-bebe-12736007.php
1247535691,20250603,20250603080000,202506,2025,,,,,BENIN,BEN,BEN,,1,150,150,15,4,-7.2,0.59171597633136,5,1,5,Benin,BN,1,BN,9.5,2.25,https://guardian.ng/business-services/manufacturers-on-edge-as-benin-republic-emerges-regions-textile-hub/
1247536421,20250603,20250603080000,202506,2025,NIGERIAN,NGA,NGA,,BENIN,BEN,BEN,,1,012,012,01,1,-0.4,0.59171597633136,4,1,4,Nigeria,NI,1,NI,10.0,8.0,https://guardian.ng/business-services/manufacturers-on-edge-as-benin-republic-emerges-regions-textile-hub/
1247536422,20250603,20250603080000,202506,2025,NIGERIAN,NGABUS,NGA,BUS,BENIN,BEN,BEN,,1,012,012,01,1,-0.4,0.59171597633136,6,1,6,Nigeria,NI,1,NI,10.0,8.0,https://guardian.ng/business-services/manufacturers-on-edge-as-benin-republic-emerges-regions-textile-hub/
1247550631,20250603,20250603094500,202506,2025,COTONOU,BEN,BEN,,,,,,0,043,043,04,1,2.8,2.00481154771452,10,1,10,"Rome, Lazio, Italy",IT,4,IT07,41.9,12.4833,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550632,20250603,20250603094500,202506,2025,COTONOU,BEN,BEN,,,,,,1,051,051,05,1,3.4,2.00481154771452,3,1,3,"Rome, Lazio, Italy",IT,4,IT07,41.9,12.4833,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550633,20250603,20250603094500,202506,2025,COTONOU,BEN,BEN,,,,,,1,051,051,05,1,3.4,2.00481154771452,2,1,2,"Toffo, Benin (general), Benin",BN,4,BN00,6.85,2.08333,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550803,20250603,20250603094500,202506,2025,EPISCOPAL,CHRPRO,,,BENIN,BEN,BEN,,1,010,010,01,1,0.0,0.21739130434782,5,1,5,Benin,BN,1,BN,9.5,2.25,https://cisanewsafrica.com/2025/05/benin-catholic-bishops-call-for-peaceful-and-transparent-2026-elections-amid-socio-political-uncertainties/
1247550804,20250603,20250603094500,202506,2025,EPISCOPAL,CHRPRO,,,BENIN,BEN,BEN,,1,020,020,02,1,3.0,0.21739130434782,5,1,5,Benin,BN,1,BN,9.5,2.25,https://cisanewsafrica.com/2025/05/benin-catholic-bishops-call-for-peaceful-and-transparent-2026-elections-amid-socio-political-uncertainties/
1247550634,20250603,20250603094500,202506,2025,COTONOU,BEN,BEN,,COTONOU,BENCVL,BEN,CVL,0,051,051,05,1,3.4,2.00481154771452,8,1,8,"Cadjehoun, Benin (general), Benin",BN,4,BN00,6.35,2.4,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550571,20250603,20250603094500,202506,2025,AFRICA,AFR,AFR,,BRAZIL,BRA,BRA,,1,042,042,04,1,1.9,2.00481154771452,2,1,2,"Toffo, Benin (general), Benin",BN,4,BN00,6.85,2.08333,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550573,20250603,20250603094500,202506,2025,AFRICA,AFR,AFR,,CHRISTIANITY,CHR,,,1,042,042,04,1,1.9,2.00481154771452,3,1,3,"Toffo, Benin (general), Benin",BN,4,BN00,6.85,2.08333,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550637,20250603,20250603094500,202506,2025,COTONOU,BEN,BEN,,SCHOOL,EDU,,EDU,1,051,051,05,1,3.4,2.00481154771452,2,1,2,"Toffo, Benin (general), Benin",BN,4,BN00,6.85,2.08333,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247551947,20250603,20250603094500,202506,2025,WORKER,LAB,,LAB,AFRICA,AFR,AFR,,1,042,042,04,1,1.9,2.00481154771452,5,1,5,"Toffo, Benin (general), Benin",BN,4,BN00,6.85,2.08333,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550952,20250603,20250603094500,202506,2025,UNIVERSITY,EDU,,EDU,AFRICA,AFR,AFR,,0,051,051,05,1,3.4,2.00481154771452,10,1,10,"Ouidah, Atlantique, Benin",BN,4,BN09,6.36307,2.08506,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550635,20250603,20250603094500,202506,2025,COTONOU,BEN,BEN,,BENIN,BENCVL,BEN,CVL,0,051,051,05,1,3.4,2.00481154771452,2,1,2,"Ouidah, Atlantique, Benin",BN,4,BN09,6.36307,2.08506,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550392,20250603,20250603094500,202506,2025,,,,,COTONOU,BEN,BEN,,0,042,042,04,1,1.9,2.00481154771452,10,1,10,"Rome, Lazio, Italy",IT,4,IT07,41.9,12.4833,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247550636,20250603,20250603094500,202506,2025,COTONOU,BEN,BEN,,SCHOOL,EDU,,EDU,1,051,051,05,1,3.4,2.00481154771452,3,1,3,"Rome, Lazio, Italy",IT,4,IT07,41.9,12.4833,https://cisanewsafrica.com/2025/05/in-your-holy-service-the-saintly-journey-of-cardinal-bernardin-gating-africas-first-and-only-dean-of-the-college-of-cardinals/
1247560125,20250603,20250603103000,202506,2025,BENIN CITY,NGA,NGA,,,,,,1,043,043,04,1,2.8,3.50318471337579,4,1,4,Benin,BN,1,BN,9.5,2.25,https://nigerianobservernews.com/2025/06/stakeholders-rally-in-benin-for-passage-of-edo-women-economic-justice-bill-2/
1247559707,20250603,20250603103000,202506,2025,STATE GOVERNOR,GOV,,GOV,BENIN,BEN,BEN,,1,111,111,11,3,-2.0,1.16618075801749,10,1,10,Benin,BN,1,BN,9.5,2.25,https://dailypost.ng/2025/06/03/ekiti-oyebanji-laments-neglect-by-benin-owena-river-basin-authority/
1247555986,20250603,20250603094500,202506,2025,,,,,PRISONER,OPP,,OPP,0,042,042,04,1,1.9,-4.35233160621761,10,1,10,Benin,BN,1,BN,9.5,2.25,https://www.lapresse.ca/actualites/grand-montreal/2025-06-03/immigration/une-prison-modernisee-trois-ans-apres-son-inauguration.php
1279175931,20251214,20251214014500,202512,2025,BENIN,BEN,BEN,,,,,,1,051,051,05,1,3.4,6.26959247648903,2,1,2,"Lagos, Lagos, Nigeria",NI,4,NI05,6.45306,3.39583,https://www.nigerianobservernews.com/from-benin-bronzes-to-digital-brushes-tracing-nigerias-artistic-evolution/
1279173175,20251214,20251214010000,202512,2025,POLICE,COP,,COP,,,,,0,010,010,01,1,0.0,-1.0752688172043,10,1,10,Benin,BN,1,BN,9.5,2.25,https://punchng.com/after-taking-n30m-kidnappers-demanding-n120m-balance-for-my-father-ex-niger-subeb-chairs-son/
1279173177,20251214,20251214010000,202512,2025,POLICE,COP,,COP,,,,,0,090,090,09,2,-2.0,-1.0752688172043,10,1,10,Benin,BN,1,BN,9.5,2.25,https://punchng.com/after-taking-n30m-kidnappers-demanding-n120m-balance-for-my-father-ex-niger-subeb-chairs-son/
1279173195,20251214,20251214010000,202512,2025,BANDIT,CRM,,CRM,,,,,0,042,042,04,1,1.9,-1.0752688172043,5,1,5,Benin,BN,1,BN,9.5,2.25,https://punchng.com/after-taking-n30m-kidnappers-demanding-n120m-balance-for-my-father-ex-niger-subeb-chairs-son/
1279173196,20251214,20251214010000,202512,2025,BANDIT,CRM,,CRM,,,,,0,084,084,08,2,7.0,-1.0752688172043,5,1,5,Benin,BN,1,BN,9.5,2.25,https://punchng.com/after-taking-n30m-kidnappers-demanding-n120m-balance-for-my-father-ex-niger-subeb-chairs-son/
1279164706,20251213,20251213224500,202512,2025,GOVERNMENT,GOV,,GOV,,,,,1,042,042,04,1,1.9,-2.64550264550264,10,1,10,Benin,BN,1,BN,9.5,2.25,https://thenationonlineng.net/edo-assembly-summons-contractor-over-shoddy-job/
1279152796,20251213,20251213194500,202512,2025,BENIN,BEN,BEN,,,,,,0,020,020,02,1,3.0,-1.07913669064748,2,1,2,"Nasarawa, Sokoto, Nigeria",NI,4,NI51,13.0303,5.1938,https://punchng.com/uniben-mourns-as-former-vc-dies-at-94/
1279155016,20251213,20251213201500,202512,2025,BENIN,BENEDU,BEN,EDU,,,,,1,017,017,01,1,0.0,3.08370044052863,10,1,10,Benin,BN,1,BN,9.5,2.25,https://dailypost.ng/2025/12/13/former-uniben-vice-chancellor-adamu-baikie-dead/
1279155017,20251213,20251213201500,202512,2025,BENIN,BENEDU,BEN,EDU,,,,,1,051,051,05,1,3.4,3.08370044052863,10,1,10,Benin,BN,1,BN,9.5,2.25,https://dailypost.ng/2025/12/13/former-uniben-vice-chancellor-adamu-baikie-dead/
1279155143,20251213,20251213201500,202512,2025,CHANCELLOR,GOV,,GOV,,,,,1,018,018,01,1,3.4,3.08370044052863,3,1,3,Benin,BN,1,BN,9.5,2.25,https://dailypost.ng/2025/12/13/former-uniben-vice-chancellor-adamu-baikie-dead/
1279158392,20251213,20251213210000,202512,2025,BENIN,BEN,BEN,,,,,,1,043,043,04,1,2.8,-5.17241379310344,10,1,10,Benin,BN,1,BN,9.5,2.25,https://article.wn.com/view/2025/12/13/Never_again_Benin_demo_slams_coup_attempt/
1279158529,20251213,20251213210000,202512,2025,CHIEF EXECUTIVE,GOV,,GOV,,,,,1,051,051,05,1,3.4,3.10421286031042,6,1,6,Benin,BN,1,BN,9.5,2.25,https://www.nigerianobservernews.com/gods-grace-orphanage-celebrates-3-years-of-impact-humanitarian-excellence/
1279158721,20251213,20251213210000,202512,2025,NIGERIA,NGA,NGA,,,,,,1,010,010,01,1,0.0,0.0,1,1,1,Benin,BN,1,BN,9.5,2.25,https://www.nigerianobservernews.com/okpebholo-breaks-barriers-appoints-physically-challenged-lawyer-as-edo-law-officer/
1279158725,20251213,20251213210000,202512,2025,NIGERIA,NGA,NGA,,,,,,1,040,040,04,1,1.0,0.0,1,1,1,Benin,BN,1,BN,9.5,2.25,https://www.nigerianobservernews.com/okpebholo-breaks-barriers-appoints-physically-challenged-lawyer-as-edo-law-officer/
1279160339,20251213,20251213213000,202512,2025,INVESTOR,BUS,,BUS,,,,,0,138,138,13,3,-7.0,-4.77099236641221,1,1,1,Benin,BN,1,BN,9.5,2.25,https://theeagleonline.com.ng/hotel-pdp-accuses-edo-of-smear-campaign-against-obaseki/
1279159257,20251213,20251213204500,202512,2025,ISLAM,MOS,,,,,,,1,030,030,03,1,4.0,1.76600441501104,6,1,6,Benin,BN,1,BN,9.5,2.25,https://lefaso.net/spip.php?article143023
1279210739,20251214,20251214104500,202512,2025,BURKINA FASO,BFA,BFA,,,,,,1,112,112,11,3,-2.0,-0.26281208935611,3,1,3,Benin,BN,1,BN,9.5,2.25,https://www.legit.ng/nigeria/1687947-how-nigerian-soldiers-spend-sixth-day-burkina-faso-detention/
1279184134,20251214,20251214040000,202512,2025,NATIONAL ASSEMBLY,LEG,,LEG,,,,,0,020,020,02,1,3.0,-1.6,10,1,10,Benin,BN,1,BN,9.5,2.25,https://www.thisdaylive.com/2025/12/14/international-politics-of-benins-2025-coup-and-nigerias-intervention-quo-vadis-africa/
1279184191,20251214,20251214040000,202512,2025,NIGERIA,NGA,NGA,,,,,,0,060,060,06,2,6.0,-1.6,2,1,2,Benin,BN,1,BN,9.5,2.25,https://www.thisdaylive.com/2025/12/14/international-politics-of-benins-2025-coup-and-nigerias-intervention-quo-vadis-africa/
1279175932,20251214,20251214014500,202512,2025,BENIN,BEN,BEN,,,,,,1,051,051,05,1,3.4,4.69786303268526,12,1,12,Benin,BN,1,BN,9.5,2.25,https://www.nigerianobservernews.com/from-benin-bronzes-to-digital-brushes-tracing-nigerias-artistic-evolution/
1279175933,20251214,20251214014500,202512,2025,BENIN,BEN,BEN,,,,,,0,070,070,07,2,7.0,1.55440414507772,4,1,4,Benin,BN,1,BN,9.5,2.25,https://www.nigerianobservernews.com/consultant-surgeon-donates-medical-supplies-to-ubth-to-enhance-patient-care/
1279176166,20251214,20251214014500,202512,2025,HOSPITAL,HLH,,HLH,,,,,0,020,020,02,1,3.0,7.80952380952381,4,1,4,Benin,BN,1,BN,9.5,2.25,https://www.nigerianobservernews.com/edohic-strengthens-partnership-with-esh-on-improved-healthcare-delivery/
1279176167,20251214,20251214014500,202512,2025,HOSPITAL,HLH,,HLH,,,,,1,051,051,05,1,3.4,7.80952380952381,6,1,6,Benin,BN,1,BN,9.5,2.25,https://www.nigerianobservernews.com/edohic-strengthens-partnership-with-esh-on-improved-healthcare-delivery/
1279190074,20251214,20251214060000,202512,2025,MONARCH,GOV,,GOV,,,,,1,010,010,01,1,0.0,15.5660377358491,3,1,3,Benin,BN,1,BN,9.5,2.25,https://www.nigerianobservernews.com/nuj-edo-council-felicitates-oba-ewuare-ii-on-birthday-coronation-anniversary/
1279211046,20251214,20251214104500,202512,2025,NIGERIA,NGA,NGA,,,,,,0,072,072,07,2,8.3,2.53164556962025,5,1,5,Benin,BN,1,BN,9.5,2.25,https://dailypost.ng/2025/12/14/cpc-designation-despite-challenges-our-country-remains-united-nigerians-in-us/
1279173099,20251214,20251214010000,202512,2025,,,,,BANDIT,CRM,,CRM,0,043,043,04,1,2.8,-1.0752688172043,5,1,5,Benin,BN,1,BN,9.5,2.25,https://punchng.com/after-taking-n30m-kidnappers-demanding-n120m-balance-for-my-father-ex-niger-subeb-chairs-son/
1279164547,20251213,20251213224500,202512,2025,,,,,GOVERNMENT,GOV,,GOV,1,043,043,04,1,2.8,-2.64550264550264,10,1,10,Benin,BN,1,BN,9.5,2.25,https://thenationonlineng.net/edo-assembly-summons-contractor-over-shoddy-job/
1279153903,20251213,20251213200000,202512,2025,,,,,BURKINA FASO,BFA,BFA,,0,173,173,17,4,-5.0,-1.25,1,1,1,Benin,BN,1,BN,9.5,2.25,https://naija247news.com/abuja-dec-13-2025-naija247news-a-former-ekiti-state-lawmaker-and-chieftain-of-the-all-progressives-congress-apc-senator-ayodele-arise-has-urged-president-bola-tinubu-to-consider-a-m/
1279158324,20251213,20251213210000,202512,2025,,,,,BENIN,BEN,BEN,,1,042,042,04,1,1.9,-5.17241379310344,10,1,10,Benin,BN,1,BN,9.5,2.25,https://article.wn.com/view/2025/12/13/Never_again_Benin_demo_slams_coup_attempt/
